	QiY201	QiY202	QiY203	QiY204	QiY205	QiY206	QiY207	taxonomy
9dbc2d16e8012ed91e770513ca9f2aa2	0	0	0	58	0	0	0	k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__
0a0730433ae832371a807a75df5b9de9	0	0	0	0	47	0	0	k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cyclobacteriaceae;g__Algoriphagus;s__alkaliphilus
ea74413aebbc0555675431986656d063	0	0	0	0	0	75	0	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__;s__
3ac6f219cca9e6a7a5d273c7137c5ff3	0	0	0	0	0	0	70	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Thiobacterales;f__Thiobacteraceae;g__;s__
b648215686c6bc1bf431590f7c527845	0	8	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__;s__
62499346679c49fe8aed0d78d47abd19	18	15	0	0	0	0	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__S24_7;g__;s__
0609cd611bfb734ef63703fb08e0aeaa	0	0	38	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Comamonas;s__
188d94bccdaad52ce462c78fcd656319	0	0	0	5	0	6	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rubellimicrobium;s__
38c9da78bb35826c97707ef4a0908594	0	35	19	3	6	12	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Kaistobacter;s__
0040e67618a3c24a9284105662231ac6	5	0	5	13	0	0	0	k__Bacteria;p__Chloroflexi;c__Thermomicrobia;o__JG30_KF_CM45;f__;g__;s__
8985b4659f44848667e67c32768d74b9	21	0	5	17	0	4	0	k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Adhaeribacter;s__
84bab8b4195c60503efd0bf6a2c7563a	0	24	44	0	0	7	0	k__Bacteria;p__Bacteroidetes;c__Saprospirae;o__Saprospirales;f__Chitinophagaceae;g__;s__
b2281c8d79f4f940fb14b982572899a3	0	0	25	0	0	52	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__
a9831cd467d0b7f07a4bb1940351514b	0	0	0	0	0	0	62	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae
587aab250b772da01d4042043c6d768b	43	0	5	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales
9902274710d8edf910751109946c461d	1	17	25	7	0	10	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Kaistobacter;s__
5899c0d5f129f901dacd4df0d978ac94	0	85	0	0	0	0	0	k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Adhaeribacter;s__
1121731b38ec693b26a80c86f6769a6f	0	0	0	0	0	0	43	k__Bacteria;p__Chloroflexi;c__Dehalococcoidetes;o__Dehalococcoidales;f__Dehalococcoidaceae;g__;s__
ddf958514204ee108c0943682c98905a	0	0	0	0	13	0	31	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__211ds20;g__;s__
fd0736415d4baa31267821db42ffeeb3	0	0	0	0	0	0	67	k__Bacteria;p__Chloroflexi;c__Dehalococcoidetes;o__Dehalococcoidales;f__Dehalococcoidaceae;g__;s__
ec289cbd052ad757a57fb75b14a11185	36	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__
9090fb7739310d02a6c280f46315e8b0	6	0	0	40	0	0	0	k__Bacteria;p__Bacteroidetes;c__Saprospirae;o__Saprospirales;f__Chitinophagaceae;g__;s__
40c7c8232a786ab2cb25f36a6f8a4c2c	0	0	0	0	0	0	33	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__
0bf1db4b35d4a26d4396e5049dcc7167	0	0	0	0	0	0	50	k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__Thermodesulfovibrionaceae;g__LCP_6;s__
9dc8eb602981e00d15e8c151fdbe73ed	0	0	0	0	28	0	23	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Rhodoferax;s__
b802e4d79243e89e260a603e0fbe49bf	0	12	0	9	3	0	0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__
2ded9e5b2707e7f8878e014cd5692fee	0	0	0	4	0	0	17	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__
43a05064ca7d15f8d8e162b25d4e6e93	0	0	0	0	0	0	54	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__
28ec361b49c69cee6ec7da96e9ba3787	0	0	0	0	22	0	42	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Methylophilales;f__Methylophilaceae;g__Methylotenera;s__mobilis
c9a25c070a5f8e666aa5f9ce3fcf95d4	0	0	0	0	0	0	67	k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Sulfuricurvum;s__kujiense
216b15707038b292409471f43e6e4299	0	10	23	21	0	14	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__
67e3fcbe13953c18b7fe8d346fa62dd9	0	0	0	0	47	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Devosia;s__
c07604d337ed61ddb2d6ddfdf88d25b1	0	0	0	0	0	0	70	k__Archaea;p__Crenarchaeota;c__MCG;o__;f__;g__;s__
93dd82044c84d731c31e37c2abe35090	0	0	0	0	0	0	35	k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__Thermodesulfovibrionaceae;g__LCP_6;s__
6f1e359ca94b967a73829eed7683365c	0	0	0	0	0	0	4	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Haliangiaceae;g__;s__
8520f046b7131bce2621fd47b66809e4	0	0	0	0	22	0	0	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae
684112d9795473b9230271f77144f15a	6	0	0	0	0	48	0	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__;s__
347f9e808426fd901fc4d376a2c6173a	0	34	28	10	0	4	0	k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__;f__;g__;s__
5c43b52fe58225a0dbf52748ab151f22	0	0	71	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Paracoccus;s__
dad1bdb92dd05df7d86d5dee1a7c939d	0	0	0	0	49	0	0	k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__Iamiaceae;g__Iamia;s__
fbc92ce947f258d490ed3ad84ff595f2	6	0	11	3	0	0	0	k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Spirosoma;s__
66fb6afa8784ba10bfdc327ae75eef17	0	12	0	0	0	0	32	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Limnohabitans;s__
d7923b2735de7939a490cec3c0933485	0	0	39	25	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Providencia;s__
d59d30b2744b4a3db5a3dfdaeae4cb6b	0	0	0	0	0	72	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__
52c9151dd7665915706e7361c473282b	20	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__
40fca2245637ed3bd085e125c4033529	0	0	0	0	0	0	40	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Methylophilales;f__;g__;s__
6d900c5aca3d656dea10f02e54f6619f	0	0	0	0	34	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Kiloniellales;f__;g__;s__
96a99d4861a37cc8c6c2430a0a6eb3cf	0	20	19	0	0	0	0	k__Bacteria;p__Acidobacteria;c__Chloracidobacteria;o__RB41;f__Ellin6075;g__;s__
e12f1f7289f9f13e651ff866969a7895	41	0	0	0	0	0	0	k__Bacteria;p__Bacteroidetes;c__Saprospirae;o__Saprospirales;f__Chitinophagaceae;g__;s__
8c72a7a306dd18817817af22c6278c0e	39	0	0	0	0	0	0	k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Adhaeribacter;s__
9b732d4b9613b4b5785ad131f4ea65e1	0	10	6	15	0	0	0	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Ramlibacter;s__
82c3c6cfb22ffb014bfb4b395498a717	2	44	20	6	0	0	0	k__Bacteria;p__Chlorobi;c__;o__;f__;g__;s__
f381cf4e341f0b3a3256e6b905ff0c15	0	0	64	7	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__
f1ed557c3471b96a42179e300ee30055	0	0	9	54	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Devosia;s__
5b32fcf5d30d796d0ddf1a2fb5c3ae13	0	0	0	0	36	0	0	k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__Luteolibacter;s__
5fd83747bac980435e5c7ecbc6f21d16	0	0	0	0	10	0	49	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Thiobacterales;f__Thiobacteraceae;g__;s__
571ba86871f9811db0f80a5e2ba8c779	0	0	0	0	0	61	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas
41fb35dd9d794d85ecbf2633e70d4ff6	0	0	0	0	0	0	61	k__Archaea;p__Crenarchaeota;c__MCG;o__pGrfC26;f__;g__;s__
3243d6fb93efc94a678def097870b457	7	0	14	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Phyllobacteriaceae;g__;s__
0a3e95e575f35586ac3c67c6012027f4	2	0	0	0	2	0	3	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae
d77e6b7ae2ad3f1c7690dd54ca0a2d00	0	0	0	0	0	0	5	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__Syntrophobacteraceae;g__;s__
e32c0fe2c337cc21625b6192ed98825a	0	0	0	0	13	23	0	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__;g__;s__
245a53e8cd0b29f16c96c2af57093706	0	0	0	0	0	0	32	k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__koll13;g__;s__
d4ae217f91a9b8810ddb7d97cc4c2c4f	29	0	0	0	0	0	0	k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Adhaeribacter;s__
9788da7b5eba50bdf46e2b63357818b5	4	0	0	0	35	0	0	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Methylophilales;f__Methylophilaceae;g__;s__
6b27496b50832ec11fd4cf66e1151989	0	0	27	28	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__;s__
e58b8a7b12b314e486437540573de90e	0	0	0	42	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Devosia;s__
1e7840a0813a476a1c9bfb36353037bf	0	0	0	0	50	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rhodobacter;s__
edb688fcd8ea59879dc05f8eed4f7d96	0	0	0	0	45	0	0	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__IS_44;f__;g__;s__
69e003c8621e682e4a9aaf40d9c9c5ba	0	0	0	0	39	5	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Phaeobacter
27c05e860e61cefe87f02567860733f6	0	0	0	0	0	0	13	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__
6e16a93c195aa5e12d78de38db556c34	0	0	0	2	0	0	0	k__Bacteria;p__Thermi;c__Deinococci;o__Deinococcales;f__Deinococcaceae;g__Deinococcus;s__
9e5cb68e28c2e3bf10a5e0a789ef6200	0	0	12	0	0	35	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Devosia;s__
017e67d66e6349ab54f898b514e61ada	5	0	0	0	0	0	0	k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__Gaiella;s__occulta
2a04f3d9c8d5657b33583a9a8fb105cf	0	0	0	0	0	58	0	k__Bacteria;p__TM7;c__TM7_3;o__EW055;f__;g__;s__
6c63c82df18654b544f28ef4bc4a3a2b	0	0	0	0	0	0	65	k__Archaea;p__Crenarchaeota;c__MCG;o__B10;f__;g__;s__
f08ad31f9c424bfbb65f4474caa629c7	0	18	29	15	0	0	0	k__Bacteria;p__Bacteroidetes;c__At12OctB3;o__;f__;g__;s__
0c53025ae51c45fb3b053e3a2d415cfb	0	20	13	26	0	0	0	k__Bacteria;p__Acidobacteria;c__Chloracidobacteria;o__RB41;f__Ellin6075;g__;s__
69b2938b466b700600d2d12078395d6b	0	0	0	0	44	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae
55b0b0d3aa48f6cba21dae357ccfa83c	0	0	0	0	34	0	0	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae;g__Dechloromonas;s__
a5248862d555827e0458d996bd009ae8	0	0	0	0	39	0	0	k__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__E2
0b2342d9b299807bdcd7d883c063d14b	0	0	0	0	0	0	63	k__Bacteria;p__Chloroflexi;c__Dehalococcoidetes;o__Dehalococcoidales;f__Dehalococcoidaceae;g__;s__
dce2db9b3228240f637da7262f893cff	0	0	23	0	0	22	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Rhodoplanes;s__
cc285e597c11e02b38766025d5ab2885	0	0	0	0	0	0	23	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Mogibacteriaceae;g__;s__
01f70df0ece80896a92f0679033ad85f	14	0	23	0	7	0	0	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Hydrogenophaga;s__
53d4bfe702780aa5a66cc667d0e2eac1	0	21	33	0	0	12	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Kaistobacter;s__
7229f9f3d6a0d10cf980d782aef68508	0	0	0	0	0	0	61	k__Archaea;p__Crenarchaeota;c__MCG;o__pGrfC26;f__;g__;s__
650a540254acd24c50fb90505483aa9b	13	0	16	6	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__BD7_3;f__;g__;s__
dfc1ea4c8d7232ba57a1920b1d306388	13	0	0	0	0	0	9	k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__C111;g__;s__
3427029b2fe849281d0f23e47e475f51	2	0	0	1	0	0	0	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Massilia;s__dura
279af175ea571e55143bbdb89b77b4a6	0	5	0	0	0	0	5	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae
ccc4384579ecb4e9f49b3bf3b71703af	0	9	4	0	0	0	10	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Propionibacteriaceae;g__Propionibacterium;s__acnes
a2baf3e2bc3b6499133eab6039a85aa8	0	19	20	0	0	14	0	k__Bacteria;p__Acidobacteria;c__Chloracidobacteria;o__RB41;f__Ellin6075;g__;s__
d8d3785e2865809e2413e6af79b957b2	11	7	0	0	0	4	0	k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__GCA004;f__;g__;s__
7cb32f7841abbb1f469c6ea427a85a50	3	0	0	6	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Alteromonadaceae;g__;s__
339607e7bf537e937e9eab2f662b920b	2	11	10	20	8	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__;s__
7a4d417fea765491851f892bbc2e8100	0	0	0	0	30	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__;s__
45cb16ac04e6bddf8b974f2e7e5020eb	0	0	0	0	43	0	0	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Gallionellales;f__Gallionellaceae;g__;s__
2015af01472169e21fe9ab75c50fb567	0	0	0	0	43	0	0	k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Gaetbulibacter;s__marinus
3ca019ec4eb5aa168570801696a3d48e	0	0	0	0	37	0	0	k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__Bryobacteraceae;g__;s__
de5f29553bebdb644ac8ab05992665cc	0	0	0	0	10	0	45	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Rhodoferax;s__
89e3ee2a69e7bcd72c0d3b61c594fc2e	13	12	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__
315ed1cb79a8f4de583ffbf3f1cd2072	0	24	35	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__;s__
08ca77a8b2958b8228ac03fe857e1b3a	0	0	4	11	11	8	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__;g__;s__
7dc9730f636a70d4b911830aa32bc44d	0	0	0	0	0	27	0	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Intrasporangiaceae
c0e6871b763bbf67014a68cd0f35cd4f	0	0	0	37	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae
9c38ffe9d03792342e32320549c4fc41	0	0	0	0	41	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rhodobacter;s__
32606c9a66bf86d8a8839d12cf7ffcb0	0	0	0	0	34	0	0	k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__C111;g__;s__
095c840f18ea6084a55acaf1bfb64df4	0	0	0	0	34	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rhodobacter;s__
ae5322ab1cfd83def057be992f273d6c	0	0	0	0	28	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Symbiobacteriaceae;g__Symbiobacterium;s__
452e076485cacbc277bd05536e0c5baf	0	0	0	0	0	0	61	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Methylophilales;f__;g__;s__
1eb0024480e1fb97f2cb63a02c6a0863	0	8	0	0	0	0	15	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__;s__
fdf4d7b62b3a807511ce6f08d1881d11	0	74	0	0	0	0	0	k__Bacteria;p__Bacteroidetes;c__Saprospirae;o__Saprospirales;f__Chitinophagaceae
1a90cbe876b57c6fa9286f1eae3d98a6	0	74	0	0	0	0	0	k__Bacteria;p__TM7;c__TM7_1;o__;f__;g__;s__
eccee526ca15dba4e798cc62e747499f	0	0	0	0	0	0	56	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Methylophilales;f__Methylophilaceae;g__;s__
e172e63293a2f4e744466a4f398213c9	4	0	8	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Phyllobacteriaceae;g__Mesorhizobium;s__
a8808fa4f75a89a859e656bcc6aebf34	9	19	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__;s__
906def20188fd0a931bb83719c3135f3	0	0	0	0	0	0	28	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rhodobacter;s__
52ce6ab730d369e1dbea6541e8cb4184	0	0	0	0	0	0	37	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria
d8d42d8c2a02fdd26a16362e77aada17	0	13	0	0	0	0	25	k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae
bdc7defd62966698fa57cae7e52706a4	2	14	10	0	4	6	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__Skermanella;s__
4a397dc787078e359f0957f751b368e7	4	15	0	28	0	0	0	k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Adhaeribacter;s__
21a0815ac900baa1ab82e8398257a2f6	0	0	0	0	41	0	0	k__Bacteria;p__GN02;c__GKS2_174;o__;f__;g__;s__
73bbafa0f14ea82a452ffe7ae8f18551	0	0	0	6	0	0	0	k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira;s__
ca684629ce8779f27dbac382d792c48d	5	0	0	0	0	0	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Marinilabiaceae;g__Ruminofilibacter;s__xylanolyticum
d5b206ec834410a943f20ac0e88b9197	0	63	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__;s__
80a49237acdeb7b6198b93eb987394ea	0	61	10	0	0	0	0	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae
cdcda13fb1717792e425447cedfa62e6	0	19	30	0	0	11	0	k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae
46a97446371a8fd2757da4e0c6d60e42	0	0	0	0	24	0	0	k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__;f__;g__;s__
290138b2130f4649353ceb249a319378	0	0	0	0	37	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__
1fc2e710d7adb9ffb5bb12a29216f530	4	18	16	16	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales
f80641913ac4c31561a5c40a51f2d9f7	0	12	47	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Sinobacteraceae;g__Panacagrimonas;s__perspica
275dac71fec69ae597756acee49169b0	0	29	0	0	0	7	0	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae
63b1b40316587c966554bb8686970d19	0	20	40	0	0	0	0	k__Bacteria;p__Bacteroidetes;c__Saprospirae;o__Saprospirales;f__Chitinophagaceae;g__;s__
81af9bcbe9fea35fac2be675eaaf1aba	5	0	0	0	0	4	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Roseburia;s__
561ae61327c3e8ab353f65afc1851852	0	31	21	0	0	0	0	k__Bacteria;p__TM7;c__TM7_3;o__I025;f__;g__;s__
d587272013a522241763c9f0582ce872	0	0	15	8	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__
408bdeaa271edc130b5c6d7d35d8425a	27	0	0	0	0	0	0	k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Hymenobacter;s__
a4a4b120752772926f8bfdd1d3299819	1	0	0	0	31	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
3de067172162386b69cae575ea31cc74	0	0	12	17	0	14	0	k__Bacteria;p__Acidobacteria;c__Acidobacteria_6;o__iii1_15;f__;g__;s__
d00a9d976d15bb678fe5a848ff730418	0	0	0	49	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Clostridium;s__bifermentans
493086ec75bcdcca31ce7affaf2e0bb5	0	0	0	0	31	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rhodobacter;s__
2b84f5bc1695ce93c9ae79cc810b5cfb	0	0	0	0	0	0	56	k__Archaea;p__Crenarchaeota;c__MCG;o__pGrfC26;f__;g__;s__
e58b08a229bbade2a2655a55e38f8421	0	0	0	0	0	27	0	k__Bacteria;p__Bacteroidetes;c__Saprospirae;o__Saprospirales;f__Chitinophagaceae;g__;s__
50c421058d0f71c55ec1d8129cb7576c	8	0	6	2	0	0	0	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae
84b5bcd124ae9470cf28ea04c271be5e	0	0	0	0	10	0	0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__
2e05976efcb8a7c42dbd9775962f6be5	0	9	30	0	11	0	0	k__Bacteria;p__Bacteroidetes;c__Saprospirae;o__Saprospirales;f__Chitinophagaceae;g__;s__
65f6ab338d62d423d57cc918e18444a2	0	22	0	26	0	0	0	k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__Prosthecobacter;s__debontii
cea1fcfb98f8e32cdbf3cf3edf014b04	0	0	0	0	0	0	19	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Devosia;s__
92aa0babc4e0f2ee07891aa78ecd2185	0	0	0	0	0	0	45	k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__;f__;g__;s__
